hides,303
hills,638
hilly,1192
hilts,476
hinds,494
hinge,589
hints,553
hired,480
hires,228
hitch,1194
hives,377
hoard,495
hoary,561
hobby,1492
hoist,457
holds,396
holes,224
holly,1174
homes,303
honey,455
hoods,664
hoofs,843
hooks,874
hoops,823
hoots,718
hoped,558
hopes,308
horde,476
horns,384
horny,787
horse,310
hosts,718
hotel,342
hotly,815
hound,912
hours,427
house,364
hovel,516
hover,542
howls,569
hulks,688
hulls,751
human,800
humid,1034
humps,835
humus,967
hunch,1421
hunts,618
hurls,362
hurry,1261
hurts,479
husks,1019
husky,837
hussy,923
hydra,674
hyena,521
hymns,708
icily,1149
icing,1294
ideal,318
ideas,194
idiom,1041
idiot,859
idled,630
idler,360
idols,324
idyll,1115
igloo,926
image,433
imbue,621
impel,528
imply,1036
inane,426
incur,711
index,703
inept,524
inert,365
infer,460
ingot,766
inlet,346
inner,517
inter,354
inure,404
irate,259
irked,516
irons,304
irony,637
isles,329
islet,280
issue,409
items,381
ivory,788
jacks,703
jaded,752
jails,404
jaunt,776
jeans,320
jeers,478
jelly,899
jerks,435
jerky,754
jests,524
jetty,883
jewel,965
jiffy,1778
joins,561
joint,872
joked,728
joker,597
jokes,405
jolly,1398
joust,664
joyed,707
judge,898
juice,674
juicy,1268
jumps,995
junks,911
junta,776
juror,1213
karma,955
keels,471
keeps,602
ketch,661
keyed,965
khaki,919
kicks,829
kills,720
kinda,686
kinds,564
kings,681
kiosk,648
kites,307
knack,1123
knave,573
knead,486
kneel,670
knees,494
knell,713
knelt,524
knife,641
knits,572
knobs,704
knock,1340
knoll,1078
knots,562
known,1469
knows,749
label,557
laced,408
laces,199
lacks,510
laden,368
ladle,527
lager,329
lairs,200
laity,536
lakes,248
lambs,515
lamed,450
lames,230
lamps,504
lance,372
lands,314
lanes,178
lanky,810
lapel,527
lapse,259
larch,565
large,329
largo,443
larks,339
larva,790
lasso,405
lasts,460
latch,683
later,240
lathe,358
laths,388
laugh,780
lawns,426
layer,312
leads,210
leafy,503
leaks,300
leaky,516
leans,238
leaps,267
leapt,346
learn,251
lease,317
leash,275
least,233
leave,620
ledge,774
leech,714
leeks,471
legal,537
lemme,934
lemon,491
lends,255
leper,560
levee,1077
level,1077
lever,653
liars,200
libel,654
licks,565
liege,656
liens,316
lifts,511
light,838
liked,539
liken,476
liker,368
likes,298
lilac,751
limbo,811
limbs,580
limes,269
limit,986
lined,457
linen,545
liner,280
lines,219
lingo,732
links,538
lions,371
lists,562
lithe,419
lived,623
liver,427
lives,322
livid,1202
llama,1210
loads,282
loamy,665
loans,284
loath,485
lobby,1268
lobes,260
local,710
locks,548
locus,473
lodge,473
lofty,872
loges,238
logic,726
login,732
loins,371
longs,479
looks,711
looms,676
loons,564
loops,670
loose,342
lords,269
loser,211
loses,295
lotus,428
louse,314
lousy,578
loved,560
lover,413
loves,286
lowed,507
lower,369
lowly,1269
loyal,756
lucid,794
lucky,1219
lulls,929
lumps,694
lumpy,1199
lunar,417
lunch,939
lunge,570
lungs,588
lurch,746
lured,417
lures,203
lurid,544
lurks,438
lusts,650
lusty,574
lutes,257
lying,976
lymph,1188
lynch,983
lyric,641
maces,244
madam,1307
madly,827
magic,764
maids,356
mails,356
mains,382
maize,465
major,683
maker,451
makes,310
males,230
mamma,1664
manes,235
manga,1125
mange,499
mango,709
mangy,985
mania,845
manly,763
manna,1264
manor,495
manse,293
maple,451
march,749
mares,218
marks,448
marry,942
marsh,473
marts,336
masks,770
mason,381
masts,598
match,860
mated,427
mates,231
mauve,525
maxim,1055
maybe,566
mayor,601
mazes,342
meals,282
mealy,484
means,295
meant,410
meats,288
medal,450
media,389
meets,440
melon,491
melts,328
memes,650
mends,347
menus,411
mercy,567
meres,403
merge,785
merit,413
merry,755
mesas,382
metal,384
meted,758
meter,617
mewed,1036
midst,523
miens,398
might,1050
milch,965
miles,269
milky,1087
mills,678
mimes,407
mimic,1604
mince,535
minds,531
mined,588
miner,425
mines,284
minor,627
mints,542
minus,595
mirth,746
miser,327
mists,722
mites,285
mixed,779
mixes,404
moans,381
moats,371
mocks,723
model,482
modem,746
modes,313
moist,455
molar,440
moles,249
momma,1056
money,488
monks,691
month,912
moods,720
moody,1381
moons,750
moors,590
moose,428
moped,625
moral,440
mores,249
mossy,846
motes,259
moths,622
motif,855
motor,903
motto,1421
mound,961
mount,871
mourn,765
mouse,379
mouth,996
moved,725
mover,578
moves,371
movie,569
mowed,673
mower,537
mucus,912
muddy,1592
mules,335
multi,795
mummy,2011
mumps,1011
munch,1205
mural,538
murky,1133
mused,468
muses,500
music,628
musky,882
musty,704
muted,595
mutes,342
myrrh,1293
myths,729
nabob,831
nails,307
naive,419
naked,486
named,482
names,235
nasal,484
nasty,471
natal,677
natty,890
naval,956
navel,430
naves,274
nears,178
necks,418
needs,425
needy,827
neigh,588
nerve,742
nests,413
never,742
newer,707
newly,625
nicer,393
niche,556
niece,637
night,972
ninny,1564
noble,494
nobly,938
noise,284
noisy,512
nomad,614
nonce,647
nooks,809
noose,370
north,648
nosed,346
noses,325
notch,884
noted,427
notes,231
nouns,706
novel,460
nudge,700
nurse,305
nymph,1267
oaken,303
oakum,679
oases,221
oasis,280
oaten,240
oaths,356
obese,444
obeys,464
occur,1007
ocean,364
ochre,464
odder,614
oddly,1091
odium,791
offal,767
offer,627
often,457
oiled,335
olden,388
older,353
omens,413
omits,455
onion,1215
onset,270
oozed,866
oozes,457
opals,344
opens,399
opera,290
opine,496
opium,837
optic,725
orbit,618
order,614
organ,531
osier,246
other,397
otter,490
ought,982
ounce,584
outdo,1016
outer,353
ovals,379
ovary,655
ovens,422
overt,475
owing,995
owned,587
owner,451
oxide,515
ozone,747
paces,256
packs,620
paddy,1103
padre,438
paean,556
pagan,1073
pages,279
pails,355
pains,373
paint,578
pairs,282
paled,431
paler,327
pales,232
palms,504
palmy,896
palsy,486
panel,351
panes,241
pangs,506
panic,658
pansy,496
pants,413
papal,1167
papas,823
paper,531
pared,438
parka,948
parks,461
parry,931
parse,281
parts,349
party,636
pasha,670
paste,264
pasty,490
patch,825
pates,238
paths,510
patio,383
pause,294
paved,622
pawed,566
pawns,526
payed,524
payer,424
peace,607
peach,488
peaks,343
peals,267
pearl,327
pears,227
pease,371
pecks,465
pedal,431
peeps,665
peers,418
pelts,314
penal,364
pence,762
penis,350
penny,802
peons,358
perch,596
peril,358
pesky,514
pesos,452
pests,463
petal,346
petty,744
phase,313
phial,614
phone,564
photo,1176
piano,404
picks,716
piece,710
piers,276
piety,595
pigmy,1266
pikes,376
piled,518
piles,283
pills,684
pilot,605
pinch,1034
pined,570
pines,290
pinks,675
pinto,714
pints,538
pious,459
piped,764
piper,595
pipes,421
pique,685
pitch,989
pithy,1032
pivot,843
place,421
plaid,566
plain,562
plait,518
plane,360
plank,740
plans,395
plant,527
plate,335
plays,486
plaza,1151
plead,431
pleas,304
plied,518
plies,283
plots,452
pluck,1181
plugs,675
plumb,1173
plume,601
plums,694
plush,646
podia,580
poems,445
poesy,460
poets,381
point,714
poise,290
poked,592
poker,490
pokes,350
polar,428
poles,254
polka,642
polls,670
ponds,505
pools,670
popes,398
poppa,1017
poppy,1690
porch,896
pored,501
pores,256
ports,412
posed,361
poser,290
poses,398
posse,399
posts,710
pouch,1115
pound,919
pours,470
power,531
prank,676
prate,359
prays,406
press,418
preys,354
price,459
prick,910
pride,504
pried,504
pries,249
prime,515
print,631
prior,807
prism,518
privy,993
prize,592
probe,517
prone,397
proof,1123
props,595
prose,303
prosy,566
proud,790
prove,569
prowl,713
prows,544
proxy,1084
prude,595
prune,477
psalm,504
pshaw,605
pudgy,1333
puffs,1016
puffy,1747
pulls,804
pulpy,1407
pulse,337
pumps,1011
punch,1175
pupil,1105
puppy,1955
puree,699
purer,699
purge,591
purse,358
pussy,965
putty,1400
quack,1130
quaff,1306
quail,628
quake,612
qualm,939
quart,682
quasi,404
quays,590
queen,915
queer,827
quell,852
query,691
quest,506
queue,1234
quick,1365
quiet,562
quill,1311
quilt,936
quips,770
quire,522
quite,591
quits,671
quota,709
quote,613
quoth,1149
rabbi,678
rabid,512
raced,409
racer,494
races,193
racks,416
radii,599
radio,300
rafts,350
raged,445
rages,206
raids,240
rails,200
rains,237
rainy,497
raise,211
rajah,1026
raked,443
rakes,239
rally,724
ranch,632
range,396
ranks,366
rapid,492
rarer,627
rares,261
rated,349
rates,175
ratio,290
raved,520
raven,442
raves,252
rayon,503
razed,528
razor,801
reach,396
react,326
reads,203
ready,429
realm,325
reals,157
reams,218
reaps,227
rears,261
rebel,591
rebus,307
rebut,503
recur,649
reeds,389
reedy,770
reefs,425
reeks,442
reels,289
reeve,1053
refer,971
refit,454
regal,329
reign,461
reins,204
relax,389
relay,312
relic,338
remit,413
rends,253
renew,707
rents,210
repay,424
repel,560
reply,454
reset,390
resin,283
rests,323
revel,653
revue,798
rheum,570
rhyme,597
ricks,472
rider,612
rides,236
ridge,527
rifle,397
rifts,435
right,774
rigid,1031
riled,360
rills,393
rimes,238
rings,396
rinse,287
riots,301
ripen,419
riper,595
risen,283
riser,378
rises,291
risks,593
risky,589
rites,205
rival,491
riven,508
river,701
rivet,498
roads,251
roams,310
roars,358
roast,291
robed,549
robes,266
robin,658
rocks,496
rocky,963
rogue,494
roles,169
rolls,405
roman,495
roofs,612
rooks,632
rooms,590
roomy,1132
roost,531
roots,485
roped,501
ropes,256
roses,303
rosin,385
rouge,494
rough,884
round,697
rouse,293
route,380
routs,383
roved,599
rover,689
rowdy,950
rowed,556
royal,446
ruder,715
ruffs,711
ruins,356
ruled,417
ruler,495
rules,203
runes,230
rungs,477
rupee,699
rural,635
ruses,352
sable,243
sabre,224
sacks,714
sadly,393
safer,224
sagas,801
sages,327
sahib,392
sails,414
saint,322
saith,364
salad,469
sales,272
sally,567
salon,284
salsa,677
salts,460
salty,373
salve,263
salvo,379
sands,481
sandy,425
saner,179
sated,200
satin,322
satyr,317
sauce,285
saucy,461
saved,306
saves,390
sawed,288
scald,351
scale,230
scalp,454
scaly,431
scamp,571
scans,548
scant,376
scare,194
scarf,378
scars,435
scene,396
scent,381
scion,439
scoff,782
scold,408
scoop,768
scope,335
score,231
scorn,375
scour,418
scout,514
scowl,526
scrap,379
screw,323
scrip,440
scrub,521
scull,715
seals,315
seams,382
seamy,359
seats,319
sects,434
sedan,234
sedge,505
seeds,611
seedy,472
seeks,694
seems,650
seers,485
seize,480
sells,516
semen,446
sends,425
sense,539
serfs,425
serge,395
serum,296
serve,460
seven,510
sever,460
sewed,562
sewer,451
sexes,755
shack,610
shade,245
shady,462
shaft,510
shake,312
shaky,582
shale,241
shall,533
shalt,388
shame,295
shams,678
shank,525
shape,292
share,199
shark,416
sharp,393
shave,290
shawl,477
sheaf,373
shear,228
sheds,471
sheen,418
sheep,532
sheer,382
sheet,448
sheik,459
shelf,434
shell,478
shied,303
shift,660
shine,309
shins,721
shiny,575
ships,825
shire,235
shirk,485
shirt,404
shoal,311
shock,735
shoes,357
shone,316
shook,874
shoon,720
shoot,718
shops,823
shore,241
shorn,384
short,406
shots,718
shout,577
shove,369
shown,675
shows,895
showy,735
shred,294
shrew,357
shrub,548
shrug,538
shuns,819
shuts,861
shyly,772
sibyl,563
sided,396
sides,396
siege,416
sieve,476
sighs,802
sight,606
sigma,434
signs,749
silks,720
silky,587
sills,788
silly,649
since,289
sinew,314
singe,328
sings,749
sinks,799
siren,216
sires,291
sites,353
sixes,483
sixth,722
sixty,658
sized,389
sizes,480
skate,254
skein,424
skies,437
skiff,933
skill,720
skims,886
skins,799
skips,890
skirt,418
skulk,855
skull,855
skunk,922
slabs,598
slack,510
slags,571
slain,307
slake,259
slang,409
slant,308
slaps,579
slash,533
slate,189
slats,460
slave,263
slays,567
sleds,401
sleek,471
sleep,446
sleet,336
slept,347
slice,258
slick,565
slide,259
slily,649
slime,278
slimy,561
sling,501
slink,538
slips,684
slits,562
sloop,670
slope,284
slops,670
sloth,444
slugs,791
slump,694
slums,808
slung,588
slunk,615
slush,751
slyly,958
smack,621
small,589
smart,336
smash,678
smear,231
smell,479
smelt,358
smile,278
smirk,492
smite,285
smith,626
smock,723
smoke,384
smoky,763
smote,305
snack,531
snags,604
snail,307
snake,266
snaky,534
snaps,595
snare,179
snarl,230
sneak,343
sneer,324
sniff,778
snipe,309
snobs,758
snore,213
snort,332
snout,494
snows,805
snowy,655
snuff,880
soapy,425
soars,358
sober,266
socks,836
sofas,511
soggy,802
soils,478
solar,215
soles,295
solid,342
solos,774
solve,300
songs,755
sonny,718
sooth,718
sooty,671
sores,303
sorry,567
sorts,485
sough,642
souls,631
sound,482
soups,798
souse,417
south,577
sowed,346
sower,286
space,278
spade,270
spake,316
spank,553
spans,595
spare,227
spark,461
spars,499
spasm,732
spawn,526
speak,392
spear,236
speck,514
speed,525
spell,472
spelt,347
spend,356
spent,383
sperm,351
spice,324
spicy,619
spied,338
spies,421
spike,376
spill,684
spilt,483
spine,309
spins,739
spiny,600
spire,249
spite,303
spits,727
split,483
spoil,410
spoke,367
spook,899
spool,670
spoon,740
spoor,595
spore,256
sport,412
spots,710
spout,574
spray,406
spree,418
sprig,474
spunk,783
spurn,463
spurs,684
spurt,488
squad,502
squat,515
squaw,614
stabs,588
stack,496
staff,599
stage,252
stags,567
staid,287
stain,322
stair,237
stake,254
stale,189
stalk,425
stall,460
stamp,522
stand,325
stank,450
stare,175
stark,360
stars,395
start,395
state,273
stave,263
stays,549
stead,225
steak,345
steal,261
steam,322
steed,407
steel,336
steep,463
steer,323
stems,514
steps,500
stern,234
stews,520
stick,599
stiff,765
stile,224
still,562
sting,534
stink,572
stint,638
stirs,475
stock,583
